Sales-RepName,In-Sales,Exp-Out-Commission
Lucy Crean,10140,851.2
Coralyn Josselson,13089,1087.12
Kirsti Lethbrig,17458,1436.64
Ariel Durbann,11997,999.76
Elissa Searl,17396,1431.68
Job Pakeman,13299,1103.92
Denyse Beckinsall,15497,1279.76
Stefa Joslin,18559,1524.72
Granny Quiddinton,13925,1154
Barret Teresse,15130,1250.4
Christean Bride,14347,1187.76
Christophe Faldo,10767,901.36
Myrah Pressland,13541,1123.28
Madlen Slyde,12000,1000
Amye Lemonby,15503,1280.24
Clovis Zorzoni,12416,1033.28
Barnett Pawlaczyk,14333,1186.64
Duncan Jablonski,12099,1007.92
Silvano Roe,14502,1200.16
Jeniece Juett,11965,997.2
Marc Rawstorn,12083,1006.64
Merna Deavall,12043,1003.44
Noellyn Steabler,18882,1550.56
Kiri Arkley,13279,1102.32
Junina Bleazard,14527,1202.16
Laureen Jouandet,17986,1478.88
Michell Mothersole,10677,894.16
Mortimer Maria,13626,1130.08
Marchall Groundwator,11384,950.72
Drucill Jurgenson,12047,1003.76
Hagan Raggitt,18238,1499.04
Edita Lorentz,19205,1576.4
Welby Wiggam,14176,1174.08
Aldrich Mulcock,16911,1392.88
Kinsley Garard,11942,995.36
Gilligan Markova,18317,1505.36
Willey Slott,19812,1624.96
Andres Treagust,13098,1087.84
Juli Barttrum,19036,1562.88
Galen Beviss,10953,916.24
Odilia Christofides,19221,1577.68
Laurie Flanagan,12466,1037.28
Flemming Linstead,14953,1236.24
Sammy Kelshaw,11810,984.8
Woodrow Dowtry,10698,895.84
Earl Thow,13559,1124.72
Zorine Rossi,13473,1117.84
Skipton Tricker,15253,1260.24
Marijo Ioannidis,19682,1614.56
Steffen Cattroll,10931,914.48
Abbie Threadgall,15718,1297.44
Colleen Kleiner,18966,1557.28
Zebedee Ravens,13013,1081.04
Fidela Borel,14601,1208.08
Annelise Cliffe,18143,1491.44
Nerita Luckett,11494,959.52
Beltran Duly,13583,1126.64
Adrianne Bakey,13250,1100
Aura Etherington,13271,1101.68
Ddene Chinge de Hals,19294,1583.52
Fae Linnock,19966,1637.28
Alessandra Brumbie,10550,884
Mariette Tumasian,15134,1250.72
Melisande Estcot,14509,1200.72
Fidelia Pittoli,17356,1428.48
Camille Filippucci,13279,1102.32
Ossie Bertenshaw,13937,1154.96
Coretta Streat,15631,1290.48
Mignonne Restieaux,11421,953.68
Caye Edridge,13053,1084.24
Kenon Hampson,12640,1051.2
Wren Balleine,12564,1045.12
Vannie Condict,18769,1541.52
Link Larkworthy,19643,1611.44
Mirabella Glencorse,19147,1571.76
Lena Varcoe,11616,969.28
Roma Durie,19068,1565.44
Bobine Stidever,14562,1204.96
Welbie Bunt,13483,1118.64
Leonardo Budgeon,15844,1307.52
Chantalle Aldam,11574,965.92
Sydel Hobbing,16986,1398.88
Normy Diehn,10607,888.56
Micah Chadd,19354,1588.32
Carrissa Dalyiel,17180,1414.4
Ellery McBrearty,11793,983.44
Leanna Dedon,13049,1083.92
Bernardo Capron,15381,1270.48
Myrtie Southcombe,15146,1251.68
Cordy Lugton,10268,861.44
Merrili Firebrace,10531,882.48
Carline Jzhakov,13466,1117.28
Aggie Espine,17632,1450.56
Ginger Owttrim,13033,1082.64
Eliot Valasek,16115,1329.2
Lydia Sample,12640,1051.2
Kellby Benedikt,15210,1256.8
Dyann Titmuss,16666,1373.28
Celene Grzeskowski,14848,1227.84
Kerrie Tellenbrok,15528,1282.24
Sawyer Gun,16161,1332.88
Roda Brandsma,13655,1132.4
Conrado Otterwell,11032,922.56
Drusie Lovitt,11879,990.32
Charil Ogborn,12579,1046.32
Doralia Bilham,10391,871.28
Pammie Monshall,12054,1004.32
Alix Mantz,12528,1042.24
Tuesday Rogans,12777,1062.16
Eugenio Vella,14120,1169.6
Forester Dannatt,15983,1318.64
Henderson Rogeron,18032,1482.56
Mela Izakov,15520,1281.6
Cate Di Baudi,15101,1248.08
Cindi Hardy,10188,855.04
Vivienne Chester,10576,886.08
Billi Feldhuhn,11836,986.88
Vanda Crame,17417,1433.36
Georgena Gwillim,15865,1309.2
Tyson Briant,13561,1124.88
Garland Durrad,18528,1522.24
Isabeau Plunket,17323,1425.84
Andris Chastey,15254,1260.32
Tris Heales,15022,1241.76
Marna Brookhouse,10981,918.48
Nealson Bonin,15182,1254.56
Blaire Petersen,12215,1017.2
Andy Kullmann,16759,1380.72
Floria Stadding,11936,994.88
Ketti Reinbeck,12110,1008.8
Evanne Cockrill,15713,1297.04
Aldric Farreil,15344,1267.52
Marice Griswaite,11285,942.8
Meier Leonardi,12055,1004.4
Donelle Spearett,15557,1284.56
Winnifred Toplis,11508,960.64
Vallie Gout,12203,1016.24
Adan Shakesbye,12580,1046.4
Terrence Colerick,10634,890.72
Erhart Yakunikov,15466,1277.28
Garwin Drohan,15974,1317.92
Ambrosi Aughton,13931,1154.48
Mar Coggon,18219,1497.52
Laurice Aland,10966,917.28
Janina Ferrelli,10090,847.2
Kaiser Kinnerley,12777,1062.16
Charo Finey,18524,1521.92
Gardener Cours,17117,1409.36
Mariam Haggar,15449,1275.92
Josi Dunford,14333,1186.64
Gabie Wharby,11891,991.28
June Limbrick,14190,1175.2
Lemmie Langston,12037,1002.96
Nikolaos Columbell,19871,1629.68
Elsbeth Stoeckle,13442,1115.36
Irena Kersaw,14819,1225.52
Fred Wooster,12787,1062.96
Giffard Sola,11177,934.16
Lorita Stowgill,14199,1175.92
Wittie Stother,11234,938.72
Viv Illston,13085,1086.8
Valene Bussey,19349,1587.92
Seumas Dalbey,11926,994.08
Tracey Nafziger,15154,1252.32
Kassia Wesgate,19511,1600.88
Shepard Slocom,10485,878.8
Donnajean Mattin,16092,1327.36
Latrina MacColm,17242,1419.36
Hyacinthia Heikkinen,12297,1023.76
Tammi Waber,12062,1004.96
Shae cornhill,15008,1240.64
Janetta Peppin,15981,1318.48
Petronia Giacomasso,18776,1542.08
Cesar Christopher,13625,1130
Markus Hodcroft,12321,1025.68
Verene Matic,15596,1287.68
Deeann Sergant,11999,999.92
Marlo Leslie,16977,1398.16
Emeline Thorndale,18811,1544.88
Karil Scase,19157,1572.56
Ariana Santer,14862,1228.96
Jorgan Rawles,19711,1616.88
Denny Shawcroft,14167,1173.36
Boyd Carnaman,13067,1085.36
Ingra Hanbridge,16006,1320.48
Grace Probert,12009,1000.72
Leila Hellikes,19782,1622.56
Margi Farreil,11164,933.12
Sabrina Hofton,10553,884.24
Kalila Scourgie,12004,1000.32
Evania Passey,19753,1620.24
Torin Hannabuss,17103,1408.24
Pammy Rutland,16850,1388
Vivienne Semple,16125,1330
Ladonna Rime,11561,964.88
Babette Buten,13620,1129.6
Pamelina Baudacci,10519,881.52
Aloisia Perillio,16587,1366.96
Katha Heinzel,10470,877.6
Nance Sustins,17127,1410.16
Sigfried Balas,10219,857.52
Guthry Phipps,13586,1126.88
Ermanno Broadbere,18131,1490.48
Marlyn Scullion,15134,1250.72
Humfried Jeacock,19943,1635.44
Maxy Marklow,14297,1183.76
Gayle Clackson,13258,1100.64
Gertie Marquis,13906,1152.48
Jule Ratie,13571,1125.68
Pauline Snailham,17706,1456.48
Lisle Brady,11170,933.6
Pavla Bremmell,19038,1563.04
Skippie Ascraft,18346,1507.68
Ambrosius Maes,12368,1029.44
Rois Penkman,10589,887.12
Kyle Cassey,14639,1211.12
Valencia Heazel,11378,950.24
Byram Jelks,15828,1306.24
Kenyon Seater,17188,1415.04
Joeann Beaman,14682,1214.56
Craig Towriss,12103,1008.24
Nananne Adamides,16846,1387.68
Chrystel Bartos,17496,1439.68
Sheila Wellbank,14222,1177.76
Kiley Clewlowe,10044,843.52
Pearce Baurerich,12525,1042
Christoph Shefton,19212,1576.96
Pennie Core,15318,1265.44
Meridel Karlolak,18981,1558.48
Newton Perrett,10668,893.44
Germana McTerry,12210,1016.8
Abbie Jeckells,13372,1109.76
Nerty Shelvey,10409,872.72
Alika Powles,18059,1484.72
Aldric Kingham,11102,928.16
Mufi Austing,14534,1202.72
Percival Tarbin,11451,956.08
Cynthie Fern,19420,1593.6
Federica Jeafferson,17614,1449.12
Natassia Aylett,18727,1538.16
Felita Reinhard,14661,1212.88
Ninnetta Dowman,14231,1178.48
Claudianus Gloucester,16378,1350.24
Beniamino Cubberley,12137,1010.96
Editha Makeswell,13364,1109.12
Tracey Ferrino,19875,1630
Kendricks Yewdell,17438,1435.04
Biddy Asplin,19524,1601.92
Jacquelynn McPartling,16082,1326.56
Goldina Oldfield-Cherry,14168,1173.44
Charlot Twitchings,15023,1241.84
Nathan Mervyn,19714,1617.12
Bevon Lochrie,19458,1596.64
Alfreda Domm,18126,1490.08
Romain McPaik,15682,1294.56
Myrta Pallin,13282,1102.56
Bethanne Spillane,16656,1372.48
Geoffry Bernade,11870,989.6
Farris Loudian,14945,1235.6
Ree Rising,11664,973.12
Gerianne Dugood,13635,1130.8
Jerry Josipovitz,14776,1222.08
Felice Brolly,16325,1346
Persis Uccelli,12165,1013.2
Elmira Mousdall,17339,1427.12
Grazia Doll,11287,942.96
Frasco Spender,18108,1488.64
Petronia Scopes,12635,1050.8
Justino Hully,16927,1394.16
Norene Swatradge,15388,1271.04
Verile Kennerknecht,18233,1498.64
Chandra Crossland,16865,1389.2
Nisse Eggleton,19978,1638.24
Hermina Crummy,12559,1044.72
Ethan Frary,11381,950.48
Benjamin Wilcocks,12060,1004.8
Peggy Roggieri,11339,947.12
Kermy Pariss,11504,960.32
Bartel Skrines,15601,1288.08
Nisse Pietri,12917,1073.36
Godart Atthow,10853,908.24
Elsworth Hazeman,11317,945.36
Tonia Jiggens,13364,1109.12
Deena Snelle,15911,1312.88
Martin Rubinshtein,19373,1589.84
Elene Anfosso,18442,1515.36
Barty Statefield,17605,1448.4
Eb Cherry Holme,13703,1136.24
Kristofor Heddan,14513,1201.04
Collete Cogswell,15641,1291.28
Lucien Lindhe,14549,1203.92
Rance Dowsett,14202,1176.16
Frederica Joreau,10158,852.64
Agretha Doncaster,16204,1336.32
Delano Gooly,16169,1333.52
Romeo Plomer,10594,887.52
Yolanda Sonschein,17574,1445.92
Penrod Odger,16231,1338.48
Denise Pengelley,11568,965.44
Kimberly Wilkisson,11436,954.88
Son Swannack,11205,936.4
Jeth Marzellano,13064,1085.12
Waite Dillon,12714,1057.12
Papagena Aim,14948,1235.84
Maddy Hintze,18580,1526.4
Kimberlee Mountstephen,12239,1019.12
Ruben Reese,15510,1280.8
Brandice Beddard,15022,1241.76
Adelheid Fairhead,16919,1393.52
Laraine Vousden,11596,967.68
Liz Reide,18931,1554.48
Franny Flint,11938,995.04
Tallie Ebrall,18879,1550.32
Leila Benettolo,16295,1343.6
Rebe Matashkin,10870,909.6
Darbie O'Sesnane,17214,1417.12
Daniella Galbreath,10743,899.44
Trula Pargeter,15416,1273.28
Peggy Dymock,885,88.5
Malena Mabley,948,94.8
Chelsae Wigglesworth,1846,184.6
Keir McConway,481,48.1
Marie Stendell,1115,111.5
Salaidh Dimitrov,235,23.5
Bernice Corselles,618,61.8
Tawsha Kinnin,936,93.6
Sonja Pickover,1433,143.3
Timmy Imorts,598,59.8
Nathanael Shapira,579,57.9
Lilian Seebert,1617,161.7
Monica Hegley,660,66
Eadie Buxcey,483,48.3
Petronella Muir,953,95.3
Sandy Methley,1999,199.9
Farrell Mackro,236,23.6
Clarke Ewan,482,48.2
Raquel Clawe,675,67.5
Tedi Goodey,115,11.5
Munroe Shoebrook,128,12.8
Valentina Baudains,1885,188.5
Kirbee Widdall,207,20.7
Jehu McPaik,1229,122.9
Jen Avarne,1893,189.3
Jean Croci,1901,190.1
Caron MacGaughey,469,46.9
Genovera Aspell,1731,173.1
Mame Swafford,411,41.1
Kele Lutwyche,1244,124.4
Munroe Stinson,1946,194.6
Freddy Kidder,1403,140.3
Edgard Toffts,1433,143.3
Antonina Rowesby,598,59.8
Renaud Hurton,562,56.2
Phyllys Christofe,148,14.8
Nappie Semour,1754,175.4
Cosette Adrianello,587,58.7
Chrystel Corns,1773,177.3
Jacky MacHostie,928,92.8
Nefen Kobsch,122,12.2
Brigham Vogel,1371,137.1
Romonda Orrum,805,80.5
Daren Gobeaux,1710,171
Libbey Muat,1917,191.7
Cloris Beisley,1893,189.3
Rosemary Wardale,397,39.7
Miner Usher,844,84.4
Alfonso Alenov,1055,105.5
Sky McMahon,322,32.2
Haily Toope,1217,121.7
Erminia Grossman,1888,188.8
Adda Vigours,239,23.9
Kathryne Clayfield,1340,134
Barbe Ipsley,856,85.6
Mitchael Fortman,547,54.7
Mohandis Mouat,1837,183.7
Willetta Hoyer,1709,170.9
Lannie Beinisch,406,40.6
Missie Tapp,1412,141.2
Aggi Mabe,787,78.7
Claretta Skures,706,70.6
Mathilda Bolmann,974,97.4
Humfrid MacTeggart,1558,155.8
Onida McKinnon,1110,111
Stafani Abbes,1901,190.1
Orazio Corbould,812,81.2
Jaquenetta Moloney,1614,161.4
Robby Pickerin,758,75.8
Evie Rushmer,1168,116.8
Ermina Blaymires,1512,151.2
Gil Skeels,1995,199.5
Price Huccaby,1926,192.6
Dolli Zanelli,597,59.7
Saul Roobottom,595,59.5
Fayette Millyard,1339,133.9
Leoline Meharg,170,17
Sheeree Stallen,143,14.3
Holt Marzelli,1539,153.9
Jamima Postlethwaite,995,99.5
Linette Delgardillo,1727,172.7
Paton Kubyszek,1727,172.7
Phyllis Verrick,1351,135.1
Fidelio Pickless,1427,142.7
Hyacinth Tubbs,743,74.3
Gunilla Chadney,1956,195.6
Ardys Sunock,1829,182.9
Carny Moller,128,12.8
Jermaine Haskey,1935,193.5
Martino Hilldrop,632,63.2
Augy Bouchard,1098,109.8
Carlen Longmire,1504,150.4
Wit Course,165,16.5
Joanna Frere,1699,169.9
Nolan Wilkie,1226,122.6
Anne-corinne Elster,728,72.8
Meghann Linzee,966,96.6
Olly Blakeborough,1137,113.7
Myrna Basten,1715,171.5
Kimberlyn Tace,453,45.3
Joelie Brashier,242,24.2
Bonni Madre,834,83.4
Liam Takkos,1030,103
Ezekiel Basham,194,19.4
Allyce Millson,1954,195.4
Peggie Le Page,1616,161.6
Cad Mordaunt,633,63.3
Dwight Barney,752,75.2
David Liggons,274,27.4
Ingeborg Alans,1174,117.4
Barbara-anne Sporgeon,562,56.2
Mack Geist,393,39.3
Waverly O'Flynn,366,36.6
Vivian Tourot,1405,140.5
Pansy Songust,1343,134.3
Bartolemo Lackmann,609,60.9
Missy Orrey,419,41.9
Fletch Bartolic,1656,165.6
Tatiana Lavrick,164,16.4
Ddene Falks,330,33
Woodman Swainston,1431,143.1
Robb Dudbridge,1608,160.8
Blancha Behan,1515,151.5
Massimiliano Avent,1473,147.3
Collie Gilvary,577,57.7
Corty Lillyman,1366,136.6
Man Ordelt,1134,113.4
Ruth Figiovanni,1343,134.3
Elwood Crowhurst,1537,153.7
Sheelah Kuschel,334,33.4
Ella Fenne,233,23.3
Boyce MacDowall,845,84.5
Clyve Lewknor,204,20.4
Erena Van Cassel,396,39.6
Garvy McWard,1095,109.5
Becca Bellhanger,276,27.6
Amitie McCrillis,1446,144.6
Omar Saunper,1668,166.8
Brittney Signe,1954,195.4
Quintana Meynell,1171,117.1
Zedekiah Elsley,1194,119.4
Alejandrina Harhoff,773,77.3
Cozmo Carsberg,491,49.1
Miller Colleford,987,98.7
Francyne Lagne,868,86.8
Erasmus Filipputti,1324,132.4
Broderick Lillicrap,392,39.2
Essy Longhorn,1485,148.5
Pauline Putman,1234,123.4
Onofredo Cranage,1178,117.8
Leeann Soares,1150,115
Leroi Prendergast,1650,165
Carmon Furzer,1235,123.5
Maddy Kocher,637,63.7
Jessy Krates,1778,177.8
Artemis Limeburner,519,51.9
Gwennie Hunter,637,63.7
Lynna Feldbrin,1739,173.9
Cristy Goodisson,1390,139
Benedikta Jakoub,318,31.8
Udell Kochel,1285,128.5
Colman Stitfall,1035,103.5
Peria Moores,1534,153.4
Derrick Gremane,884,88.4
Maddi Acarson,918,91.8
Ludovika Brittoner,381,38.1
Trina Wallenger,1761,176.1
Andros Playfoot,191,19.1
Neilla Benmore,1961,196.1
Gerti Neles,1113,111.3
Shoshana Witherby,1969,196.9
Murvyn Sallowaye,1813,181.3
Mack Roeby,1938,193.8
Amalita Milverton,1731,173.1
Kimmy Josefer,336,33.6
Alejandro Megainey,513,51.3
Rubie Darrington,1238,123.8
Ame Lewing,1638,163.8
Fae Heikkinen,1128,112.8
Bendite Breeton,1951,195.1
Poppy Bourgeois,1333,133.3
Kaile Stockell,832,83.2
Annissa Brookwell,1289,128.9
Antoinette Drinkhill,1987,198.7
Vlad Woodvine,414,41.4
Romonda Roggers,378,37.8
Sande Olfert,1866,186.6
Ollie Frankland,1211,121.1
Charlotta Oehm,1124,112.4
Tadeo Brearty,1095,109.5
Olenolin Pawlowicz,435,43.5
Morgen Stuffins,1982,198.2
Silvano Mergue,1859,185.9
Joane Mossom,1746,174.6
Pippo Wilfing,319,31.9
Sybilla Fairburn,1682,168.2
Nadya Hansel,1818,181.8
Aretha Sirr,510,51
Emmy O'Feeney,1244,124.4
Adolpho Leachman,555,55.5
Theodor Kliemke,240,24
Kati Penbarthy,1425,142.5
Cullan De Biaggi,1126,112.6
Miltie Labarre,604,60.4
Winn Streatley,293,29.3
Laura O'Toole,1914,191.4
Byron Batman,128,12.8
Moise Whates,581,58.1
Dottie Scranney,973,97.3
Gladys Buddles,1348,134.8
Ferdinanda Paffot,1092,109.2
Collette Skeates,1518,151.8
Shellie Isaksson,1401,140.1
Alla Orrett,1391,139.1
Edyth Gallymore,1304,130.4
Esme Canape,502,50.2
Ayn Zarb,637,63.7
Ferdinande Hollibone,819,81.9
Nobe Romao,1807,180.7
Hillier Dobbison,864,86.4
Corrine Bunning,1448,144.8
Marc Knottley,488,48.8
Fawn Banfield,808,80.8
Crissie Loudyan,373,37.3
Dayna Narbett,913,91.3
Joel Harfoot,1241,124.1
Jorey Monard,1121,112.1
Valerie Neward,531,53.1
Devinne Slessor,1905,190.5
Freeman De La Hay,888,88.8
Hagan Balazs,1506,150.6
Puff Matijasevic,175,17.5
Grayce Grimsdell,1430,143
Ruthie Blamires,289,28.9
Ortensia Carus,1280,128
Ado Hoxey,131,13.1
Robbi Ironmonger,713,71.3
Ingeberg Drage,1299,129.9
Saraann Sheldon,1073,107.3
Damiano Hallt,819,81.9
Milli Strother,1290,129
Gannon Sedcole,1748,174.8
Cinderella Lalor,1019,101.9
Adrea Frawley,651,65.1
Cherry Durno,1419,141.9
Corey Helkin,1389,138.9
Del Tembey,1768,176.8
Forest Strete,548,54.8
Paige Bollins,1018,101.8
Adara Antonacci,1504,150.4
Jordanna Oosthout de Vree,629,62.9
Mellisa Epinay,1842,184.2
Laina Kment,337,33.7
Channa Giamelli,1283,128.3
Harrison Aisthorpe,1520,152
Krystalle Melia,225,22.5
Eimile Wasbey,1126,112.6
Hedda Molden,1884,188.4
Janet Gabriel,680,68
Antony Battabee,1975,197.5
Shalne Foukx,670,67
Angelo Aaron,1637,163.7
Willey Krystof,1888,188.8
Bekki Burnhams,466,46.6
Jenelle Tarte,1509,150.9
Samaria Tipper,1325,132.5
Darrelle Thwaites,135,13.5
Linda Tallman,200,20
Jonell Gentzsch,1641,164.1
Robb Newlin,1782,178.2
Mable McGreay,1344,134.4
Audrye Laimable,466,46.6
Delmor Harriskine,812,81.2
Lettie Houselee,320,32
Lorie Antognozzii,1804,180.4
Napoleon Lishman,1432,143.2
Letitia Viccars,1527,152.7
Rusty Bancroft,1667,166.7
Tamarra Rowet,1828,182.8
Veriee Todarini,933,93.3
Robina Howard - Gater,1111,111.1
Brenn Stode,1753,175.3
Nicky Akett,534,53.4
Sallyann Debold,714,71.4
Keelia Cleal,997,99.7
Jeniece Dominguez,1429,142.9
Christiano Cassimer,408,40.8
Carlye Muldowney,1441,144.1
Brittne Dalgliesh,1996,199.6
Jodie Mabbs,804,80.4
Misty Mattusov,1753,175.3
Aila Carabet,702,70.2
Hilly Sutherns,1630,163
Chilton Swinburn,1620,162
Florrie Osband,1411,141.1
Guillema Puve,1323,132.3
Fiorenze Boardman,1791,179.1
Andrew Dawnay,1842,184.2
Mellie Gorioli,574,57.4
Nert Jagoe,899,89.9
Hildegarde Borer,492,49.2
Reinhard McLagain,590,59
Therese Burberry,517,51.7
Elonore Balf,921,92.1
Phillip Bagworth,1920,192
Aundrea Todarini,898,89.8
Spencer Cricket,1469,146.9
Rubie Duffan,960,96
Brynna Syce,1929,192.9
Annelise Corro,1363,136.3
Kenneth Oolahan,679,67.9
Jedidiah Kob,1490,149
Seward Giacoboni,1873,187.3
Drona Flaxon,1437,143.7
Otha Vipan,1429,142.9
Ilyssa Drinkall,465,46.5
Kimball Ugoni,1938,193.8
Alister Bertot,838,83.8
Becka Kisby,761,76.1
Kaja Ditchburn,946,94.6
Marianne Coultard,337,33.7
Klara Croan,965,96.5
Randolph Tydeman,456,45.6
Roselle Ortler,1028,102.8
Charlot Samsin,341,34.1
Margaretta Bailes,462,46.2
Jami Loosley,445,44.5
Faun Jakolevitch,701,70.1
Gabriellia Ehlerding,598,59.8
Erny Galliver,1159,115.9
Shirleen Shotboult,1287,128.7
Dorise Ondrusek,1772,177.2
Almire Robertazzi,399,39.9
Esteban Swalowe,422,42.2
Pauli Atlee,270,27
Phoebe Massimi,1892,189.2
Bibbie Lamping,789,78.9
Richmound Kennet,119,11.9
Bil West,592,59.2
Dierdre Gounot,1940,194
Erick Meynell,151,15.1
Elaine Beldham,1346,134.6
Calypso Rassmann,1898,189.8
Ruddie Tomkin,639,63.9
Nicko Cromley,555,55.5
Anette Papa,1892,189.2
Tania Guillou,1254,125.4
Abraham Esposito,482,48.2
Reuben Freear,972,97.2
Lenci Meadows,172,17.2
Gaby Kesterton,901,90.1
Daphene Stockbridge,549,54.9
Aggie Eborn,226,22.6
Dinah Cattlemull,390,39
Reinold Tindle,618,61.8
Gill Stonhouse,1383,138.3
Beverlie McSaul,263,26.3
Ahmed Grivori,1936,193.6
Ketti Camelli,1540,154
Jule Dugall,1018,101.8
Corette Destouche,818,81.8
Neddie Korejs,1641,164.1
Junette Dunstan,520,52
Jacquenetta Pavlovsky,1273,127.3
Raynard Reightley,169,16.9
Anatollo Guppie,388,38.8
Patti Brewett,181,18.1
Candis Ghidoli,353,35.3
Hilly Pharo,370,37
Holli Sebrens,136,13.6
Avram Dillway,223,22.3
Davey Siddele,471,47.1
Flossie Deble,1691,169.1
Hendrick Bes,1322,132.2
Lilas Di Gregorio,1239,123.9
Sandie Lawrie,247,24.7
Johnathon Rohmer,580,58
Caspar Davidwitz,875,87.5
Bernadette Rudgerd,1867,186.7
Editha Delph,1347,134.7
Salomone Brimham,1946,194.6
Lishe Bautiste,939,93.9
Gawain Hunn,1764,176.4
Stefan Billion,1331,133.1
Sauveur Yanyushkin,1617,161.7
Luther Bruckner,1150,115
Corney O'Hanlon,1763,176.3
Cary Gianninotti,293,29.3
Felike Parfett,1505,150.5
Doretta Passler,1021,102.1
Yulma Pashenkov,1556,155.6
Lyn Fright,343,34.3
Orton Hazlehurst,1321,132.1
Natty Vitler,1181,118.1
Halimeda Bullin,451,45.1
Astrix Toma,530,53
Christiane Ragsdale,1337,133.7
Guilbert Connue,376,37.6
Grayce Margerison,356,35.6
Murdock Proudman,1718,171.8
Alberik Delgardo,812,81.2
Katey Trudgion,1101,110.1
Tania Spedding,665,66.5
Sharl Clerc,164,16.4
Ashil Adshed,315,31.5
Gaye Burril,1481,148.1
Minerva Lanceley,1889,188.9
Quentin Marrow,1220,122
Robinetta O'Noland,454,45.4
Joanie Gerge,702,70.2
Adrianna Mulqueeny,718,71.8
Ruprecht Belford,1984,198.4
Stanislaw Gosenell,450,45
Filide Roseby,994,99.4
Lorna Avraham,1677,167.7
Rhody Giorgeschi,267,26.7
Rhianon Creser,360,36
Sigvard Peter,1077,107.7
Carmencita Bertomeu,1720,172
Meg Kane,1980,198
Marcellus Belly,949,94.9
Gunilla Grishelyov,501,50.1
Michelina Druhan,435,43.5
Quent Dimitriev,1117,111.7
Skyler Jopling,1454,145.4
Kingsly Dundendale,707,70.7
Nancee Rolinson,236,23.6
Gasparo Inchbald,578,57.8
Flory Heiden,1756,175.6
Alfons Farnan,513,51.3
Marita Bearsmore,1252,125.2
Rosemary Riatt,794,79.4
Wittie Daffey,1819,181.9
Sully Argile,969,96.9
Odelinda LeEstut,1928,192.8
Cyrus Harbertson,295,29.5
Minne Ransley,569,56.9
Robby Deegan,1595,159.5
Milly Aldridge,890,89
Ulrica Feldberger,1233,123.3
Emelia Ledwith,1799,179.9
Sibylla McGaugie,102,10.2
Kelsey Hathaway,987,98.7
Austina Allridge,1470,147
Dulcia Eake,507,50.7
Johnathon Hedin,1989,198.9
Giana Szymaniak,1729,172.9
Jacquelynn Gomme,1329,132.9
Marja Druitt,1804,180.4
Sibyl Warlowe,798,79.8
Laina Stoad,112,11.2
Magdalena Lonergan,857,85.7
Gabe Vampouille,1780,178
Charlotta Tuberfield,1434,143.4
Karlotte BURWIN,1445,144.5
Deny Terzza,1436,143.6
Harriot Frood,1143,114.3
Efren Hawthorne,728,72.8
Derry Fassmann,790,79
Derrek Aikin,984,98.4
Colin Merdew,981,98.1
Ludwig Duguid,1475,147.5
Amye Hundal,1027,102.7
Alexandra Reis,1080,108
Christiana Doubleday,1886,188.6
Dolf Spacie,1602,160.2
Melanie Gerardi,555,55.5
Elvina Matisse,1779,177.9
Georgi Gilbert,1548,154.8
Fredek Winmill,945,94.5
Vittorio Gobeaux,130,13
Murray Cana,853,85.3
Bethany Jephcott,1773,177.3
Uta Bolles,637,63.7
Edith Gonzalvo,1221,122.1
Violet Willmont,1084,108.4
Del Island,347,34.7
Deerdre Kyne,1949,194.9
Perla Van der Kruijs,1863,186.3
Orsola Ambrosch,856,85.6
Brittany Pearson,758,75.8
Kala MacCrachen,1597,159.7
Shep Glandfield,203,20.3
Kass Pitceathly,1900,190
Jeremiah Gerriets,1735,173.5
Olive Kelland,217,21.7
Ruttger Fri,1948,194.8
Korry Woofinden,407,40.7
Sigismondo McMakin,1111,111.1
Felicdad Bumpas,173,17.3
Porty Pakes,1725,172.5
Kaspar Mettrick,1250,125
Wallie Yesinov,888,88.8
Iona Maben,918,91.8
